course_id,title,category,sub_category,difficulty,rating,num_reviews,num_subscribers,duration_hours,description,skills,instructor
86,Pro Node.js Development [86],Web Development,Node.js,Intermediate,3.3,13670,164040,50.1,"Learn Node.js from industry experts in this hands-on intermediate course. Covers essential tools like Flask, JavaScript, REST API with hands-on labs. Perfect for anyone looking to advance their career in Web Development.",Flask|JavaScript|REST API|Node.js|TypeScript,Fatima Al-Hassan
87,Real-World Malware Analysis,Cybersecurity,Malware Analysis,Intermediate,3.8,9395,93950,29.8,"Master the fundamentals of Malware Analysis with real-world projects and exercises. Covers essential tools like Nmap, Encryption, Forensics with hands-on labs. Includes certificate of completion and lifetime access to materials.",Nmap|Encryption|Forensics|Metasploit|SIEM|Wireshark,David Kim
88,Docker DevOps Pipeline [88],Cloud Computing,Docker,Beginner,3.6,12552,62760,21.7,"Dive deep into Docker with practical examples and industry best practices. Topics include Terraform, Ansible, Azure, Jenkins applied to real scenarios. Includes certificate of completion and lifetime access to materials.",Terraform|Ansible|Azure|Jenkins|Kubernetes|AWS,Angela Rodriguez
89,DevOps Certified Solutions Architect,Cloud Computing,DevOps,Advanced,3.5,5271,21084,52.6,"Master the fundamentals of DevOps with real-world projects and exercises. Topics include Ansible, Terraform, Docker, Linux applied to real scenarios. Join thousands of students already learning DevOps.",Ansible|Terraform|Docker|Linux|AWS|GCP,Prof. James Miller
90,Build Apps with React Native,Mobile Development,React Native,Intermediate,4.4,9041,108492,33.0,"This comprehensive intermediate course covers React Native in depth. Build portfolio-ready projects using Android Studio, Java, Kotlin. Join thousands of students already learning React Native.",Android Studio|Java|Kotlin|Firebase|Swift|REST API,Carlos Mendez
91,Frontend from Scratch,Web Development,Frontend,Beginner,2.8,8493,101916,20.4,"Learn Frontend from industry experts in this hands-on beginner course. Build portfolio-ready projects using Express, Flask, Django. Includes certificate of completion and lifetime access to materials.",Express|Flask|Django,Dr. Sarah Chen
92,C++ Projects for Portfolio [92],Programming Languages,C++,Beginner,4.7,8964,98604,48.4,"Dive deep into C++ with practical examples and industry best practices. You will gain practical experience with Concurrency, Debugging, Data Structures and more. Includes certificate of completion and lifetime access to materials.",Concurrency|Debugging|Data Structures,Ahmed Hassan
93,Learn UI/UX Design in 30 Days [93],Design,UI/UX Design,Intermediate,3.5,10815,43260,47.3,"Master the fundamentals of UI/UX Design with real-world projects and exercises. Topics include Blender, Adobe XD, Typography applied to real scenarios. Perfect for anyone looking to advance their career in Design.",Blender|Adobe XD|Typography,Sophie Martin
94,Mastering MongoDB,Database & SQL,MongoDB,Advanced,2.9,3352,10056,48.7,"This comprehensive advanced course covers MongoDB in depth. Build portfolio-ready projects using Normalization, PostgreSQL, Indexing. By the end, you'll be confident in applying MongoDB concepts professionally.",Normalization|PostgreSQL|Indexing|SQL|Data Modeling|MongoDB,Olivia Davis
95,Leadership Essentials,Business & Management,Leadership,Intermediate,4.2,4526,18104,49.4,"A complete guide to Leadership designed for intermediate-level learners. Covers essential tools like Excel, Power BI, Agile with hands-on labs. Includes certificate of completion and lifetime access to materials.",Excel|Power BI|Agile|Strategy,Victoria Chang
96,Advanced Entrepreneurship Techniques,Business & Management,Entrepreneurship,Advanced,3.1,9920,49600,33.9,"Master the fundamentals of Entrepreneurship with real-world projects and exercises. You will gain practical experience with Communication, Excel, Scrum and more. Perfect for anyone looking to advance their career in Business & Management.",Communication|Excel|Scrum|Power BI|Google Analytics,Dr. Alex Johnson
97,Modern Flutter Architecture [97],Mobile Development,Flutter,Intermediate,4.9,4548,13644,12.3,"A complete guide to Flutter designed for intermediate-level learners. Build portfolio-ready projects using React Native, Android Studio, Java. Join thousands of students already learning Flutter.",React Native|Android Studio|Java|REST API|Swift|Flutter,Dr. Sarah Chen
98,Mastering Generative AI [98],Artificial Intelligence,Generative AI,Intermediate,3.8,9343,28029,37.0,"A complete guide to Generative AI designed for intermediate-level learners. Build portfolio-ready projects using Keras, NLTK, CNN. By the end, you'll be confident in applying Generative AI concepts professionally.",Keras|NLTK|CNN,Thomas Wright
99,Node.js Masterclass 2024,Web Development,Node.js,Beginner,4.0,9252,37008,21.2,"Master the fundamentals of Node.js with real-world projects and exercises. Covers essential tools like React, CSS, HTML with hands-on labs. Join thousands of students already learning Node.js.",React|CSS|HTML|JavaScript|Express,Samuel Lee
100,Mastering Kotlin [100],Mobile Development,Kotlin,Advanced,3.9,1488,11904,40.6,"This comprehensive advanced course covers Kotlin in depth. Build portfolio-ready projects using Kotlin, Android Studio, Swift. By the end, you'll be confident in applying Kotlin concepts professionally.",Kotlin|Android Studio|Swift|React Native,Ahmed Hassan
101,Robotics with Python,Artificial Intelligence,Robotics,Intermediate,4.4,480,3840,34.3,"Master the fundamentals of Robotics with real-world projects and exercises. Covers essential tools like TensorFlow, Keras, PyTorch with hands-on labs. Join thousands of students already learning Robotics.",TensorFlow|Keras|PyTorch|RNN,Samuel Lee
102,Complete Guide to Frontend,Web Development,Frontend,Beginner,3.9,8526,68208,15.4,"Dive deep into Frontend with practical examples and industry best practices. Topics include Flask, CSS, JavaScript, Vue.js applied to real scenarios. Join thousands of students already learning Frontend.",Flask|CSS|JavaScript|Vue.js|TypeScript|React,Fatima Al-Hassan
103,MySQL for Developers [103],Database & SQL,MySQL,Advanced,4.7,8551,59857,53.1,"Master the fundamentals of MySQL with real-world projects and exercises. Topics include PostgreSQL, Data Modeling, MongoDB, Replication applied to real scenarios. By the end, you'll be confident in applying MySQL concepts professionally.",PostgreSQL|Data Modeling|MongoDB|Replication,Dr. Priya Sharma
104,Swift: From Idea to App Store,Mobile Development,Swift,Intermediate,4.5,1380,4140,64.5,"Dive deep into Swift with practical examples and industry best practices. Build portfolio-ready projects using Swift, React Native, Java. Join thousands of students already learning Swift.",Swift|React Native|Java|Xcode,Maya Gupta
105,Learn Go Programming,Programming Languages,Go,Intermediate,3.8,7480,29920,41.8,"Learn Go from industry experts in this hands-on intermediate course. Covers essential tools like Testing, CLI, Design Patterns with hands-on labs. Includes certificate of completion and lifetime access to materials.",Testing|CLI|Design Patterns|Git|Debugging,Dr. Yuki Tanaka
106,Graphic Design from Zero to Pro,Design,Graphic Design,Beginner,4.0,1789,14312,20.4,"This comprehensive beginner course covers Graphic Design in depth. Build portfolio-ready projects using Blender, Sketch, Photoshop. Includes certificate of completion and lifetime access to materials.",Blender|Sketch|Photoshop|CSS|InVision,Raj Patel
107,Neural Networks Projects and Applications,Artificial Intelligence,Neural Networks,Beginner,3.4,2660,26600,75.7,"A complete guide to Neural Networks designed for beginner-level learners. Covers essential tools like Keras, PyTorch, NLTK with hands-on labs. By the end, you'll be confident in applying Neural Networks concepts professionally.",Keras|PyTorch|NLTK|OpenCV|GPT|CNN,Dr. Yuki Tanaka
108,Machine Learning A-Z,Data Science,Machine Learning,Advanced,3.6,9839,98390,22.2,"This comprehensive advanced course covers Machine Learning in depth. You will gain practical experience with TensorFlow, NumPy, Python and more. Includes certificate of completion and lifetime access to materials.",TensorFlow|NumPy|Python|Scikit-learn,Dr. Priya Sharma
109,Modern Kotlin Architecture,Mobile Development,Kotlin,Beginner,3.1,8311,83110,46.8,"Master the fundamentals of Kotlin with real-world projects and exercises. You will gain practical experience with Java, Firebase, Dart and more. Join thousands of students already learning Kotlin.",Java|Firebase|Dart|Swift|Flutter|Xcode,Michael Brooks
110,Entrepreneurship Certification,Business & Management,Entrepreneurship,Intermediate,2.9,2295,18360,49.7,"Dive deep into Entrepreneurship with practical examples and industry best practices. Covers essential tools like SEO, Google Analytics, Strategy with hands-on labs. Join thousands of students already learning Entrepreneurship.",SEO|Google Analytics|Strategy|Excel|Agile,Samuel Lee
111,Real-World PostgreSQL,Database & SQL,PostgreSQL,Beginner,3.9,9272,64904,30.4,"This comprehensive beginner course covers PostgreSQL in depth. Build portfolio-ready projects using Replication, NoSQL, Data Modeling. By the end, you'll be confident in applying PostgreSQL concepts professionally.",Replication|NoSQL|Data Modeling|Indexing|ETL|Normalization,Roberto Silva
112,The Complete React Developer Course,Web Development,React,Intermediate,4.1,2843,31273,38.3,"Dive deep into React with practical examples and industry best practices. Covers essential tools like TypeScript, Flask, REST API with hands-on labs. Join thousands of students already learning React.",TypeScript|Flask|REST API|React|HTML,Diana Ross
113,AWS for Beginners [113],Cloud Computing,AWS,Intermediate,3.8,12747,152964,60.7,"This comprehensive intermediate course covers AWS in depth. Topics include Terraform, CI/CD, GCP, Docker applied to real scenarios. Join thousands of students already learning AWS.",Terraform|CI/CD|GCP|Docker|Jenkins|Azure,Marcus Green
114,Hands-On Malware Analysis,Cybersecurity,Malware Analysis,Intermediate,3.7,12698,88886,37.3,"Learn Malware Analysis from industry experts in this hands-on intermediate course. Topics include SIEM, Encryption, Python, Burp Suite applied to real scenarios. By the end, you'll be confident in applying Malware Analysis concepts professionally.",SIEM|Encryption|Python|Burp Suite,Marcus Green
115,Professional iOS Development,Mobile Development,iOS,Advanced,4.0,13081,91567,22.3,"Dive deep into iOS with practical examples and industry best practices. Covers essential tools like Android Studio, React Native, REST API with hands-on labs. Includes certificate of completion and lifetime access to materials.",Android Studio|React Native|REST API|Swift,Diana Ross
116,Advanced Network Security,Cybersecurity,Network Security,Beginner,4.3,3555,21330,51.6,"Master the fundamentals of Network Security with real-world projects and exercises. Build portfolio-ready projects using Python, SIEM, Burp Suite. Join thousands of students already learning Network Security.",Python|SIEM|Burp Suite,Michael Brooks
117,Advanced JavaScript Programming [117],Programming Languages,JavaScript,Intermediate,3.7,7789,31156,41.4,"Learn JavaScript from industry experts in this hands-on intermediate course. You will gain practical experience with Design Patterns, OOP, Data Structures and more. Join thousands of students already learning JavaScript.",Design Patterns|OOP|Data Structures|Memory Management,Fatima Al-Hassan
118,Modern Motion Graphics,Design,Motion Graphics,Intermediate,4.6,2918,26262,56.5,"Learn Motion Graphics from industry experts in this hands-on intermediate course. You will gain practical experience with Adobe XD, Illustrator, Figma and more. Includes certificate of completion and lifetime access to materials.",Adobe XD|Illustrator|Figma,Patrick Murphy
119,Modern Graphic Design,Design,Graphic Design,Advanced,3.6,10557,116127,32.8,"Learn Graphic Design from industry experts in this hands-on advanced course. Covers essential tools like After Effects, Adobe XD, Blender with hands-on labs. By the end, you'll be confident in applying Graphic Design concepts professionally.",After Effects|Adobe XD|Blender,Emma Thompson
120,Complete Guide to Full Stack,Web Development,Full Stack,Beginner,3.4,14077,126693,51.5,"Dive deep into Full Stack with practical examples and industry best practices. Build portfolio-ready projects using HTML, Vue.js, Angular. Perfect for anyone looking to advance their career in Web Development.",HTML|Vue.js|Angular|React,Kevin O'Brien
121,Complete Guide to Backend,Web Development,Backend,Advanced,3.9,4424,35392,22.8,"Dive deep into Backend with practical examples and industry best practices. You will gain practical experience with HTML, Angular, Node.js and more. By the end, you'll be confident in applying Backend concepts professionally.",HTML|Angular|Node.js|React,Aisha Khan
122,Learn Malware Analysis,Cybersecurity,Malware Analysis,Beginner,3.2,4883,39064,37.5,"Learn Malware Analysis from industry experts in this hands-on beginner course. Topics include Firewalls, Encryption, Burp Suite, Python applied to real scenarios. Includes certificate of completion and lifetime access to materials.",Firewalls|Encryption|Burp Suite|Python,Dr. Priya Sharma
123,Learn Brand Design in 30 Days,Design,Brand Design,Advanced,4.0,8703,69624,12.5,"Dive deep into Brand Design with practical examples and industry best practices. You will gain practical experience with CSS, Illustrator, Typography and more. Perfect for anyone looking to advance their career in Design.",CSS|Illustrator|Typography|Blender|After Effects|Figma,Diana Ross
124,Database Design for Developers [124],Database & SQL,Database Design,Beginner,4.2,8058,32232,58.2,"A complete guide to Database Design designed for beginner-level learners. You will gain practical experience with Indexing, Normalization, MySQL and more. Includes certificate of completion and lifetime access to materials.",Indexing|Normalization|MySQL|Data Modeling|Replication,Dr. Priya Sharma
125,The Complete Redis Course,Database & SQL,Redis,Intermediate,4.3,9525,38100,10.0,"Master the fundamentals of Redis with real-world projects and exercises. You will gain practical experience with SQL, ETL, NoSQL and more. Perfect for anyone looking to advance their career in Database & SQL.",SQL|ETL|NoSQL|Indexing|Replication,Jason Taylor
